ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1767839	0.7659	0.62143212	0.500043	-59.102.305	0.2238277	608788356	ZFP41	ZFP41 zinc finger protein
ILMN_1717877	0.766	0.62161683	0.499777	-59.103.597	0.0707397	54144638	IVNS1ABP	influenza virus NS1A binding protein
ILMN_1789243	0.7661	0.62176445	-0.499565	-59.104.629	-0.058855	574584821	VPS33B	VPS33B, late endosome and lysosome associated
ILMN_1672461	0.7661	0.62181246	-0.499496	-59.104.964	-0.2131908	116734692	SPPL2B	signal peptide peptidase like 2B
ILMN_1703989	0.7661	0.62191519	-0.499348	-59.105.682	-0.0923606	605052017	ARFRP1	ADP ribosylation factor related protein 1
ILMN_2097410	0.7661	0.6219349	0.499319	-59.105.819	0.0644261	158631202	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
ILMN_2391522	0.7661	0.62209496	0.499089	-59.106.937	0.1154007	29826284	MRPL47	mitochondrial ribosomal protein L47
ILMN_1670948	0.7661	0.62211161	0.499065	-59.107.053	0.0609229	24308387	TSR2	TSR2, ribosome maturation factor
ILMN_1738369	0.7667	0.62267536	-0.498253	-59.110.984	-0.0987445	169658370	TUFM	Tu translation elongation factor, mitochondrial
ILMN_1760369	0.7667	0.62274099	-0.498159	-59.111.441	-0.1566191	61744443	TSSK3	testis specific serine kinase 3
ILMN_2337241	0.7668	0.62284439	0.49801	-59.112.161	0.0910093	71772358	RPS15A	ribosomal protein S15a
ILMN_1701434	0.7671	0.62317514	0.497534	-59.114.462	0.0751857	354459348	RAP1B	RAP1B, member of RAS oncogene family
ILMN_1684964	0.7671	0.62323168	0.497452	-59.114.855	0.0611334	300116290	ZNF212	zinc finger protein 212
ILMN_1700967	0.7673	0.62354897	0.496996	-5.911.706	0.099838	197333816	MB21D2	Mab-21 domain containing 2
ILMN_1769245	0.7673	0.62359519	-0.496929	-59.117.381	-0.0853967	110825979	GLIPR1	GLI pathogenesis related 1
ILMN_1676016	0.7673	0.62367256	-0.496818	-59.117.918	-0.1956207	NA		
ILMN_1806749	0.7673	0.62370062	0.496778	-59.118.113	0.2006879	33563295	SPACA4	sperm acrosome associated 4
ILMN_1653165	0.7674	0.62383177	0.496589	-59.119.023	0.075653	700584727	AAMP	angio associated migratory cell protein
ILMN_1665554	0.7675	0.62399839	0.496349	-59.120.178	0.0579839	302058312	BRF2	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit
ILMN_1653432	0.7675	0.62407411	-0.496241	-59.120.703	-0.1134577	NA		
ILMN_2099586	0.7675	0.62410937	-0.49619	-59.120.947	-0.1143499	666335629	CCDC28B	coiled-coil domain containing 28B
ILMN_1745217	0.7675	0.6242133	-0.49604	-59.121.668	-0.0812063	NA		
ILMN_1811102	0.7678	0.62451861	0.495601	-59.123.781	0.0647152	372266184	LRSAM1	leucine rich repeat and sterile alpha motif containing 1
ILMN_1759954	0.7685	0.62514565	-0.4947	-59.128.116	-0.0789968	151101403	PTMA	prothymosin, alpha
ILMN_2173451	0.7688	0.62545883	-0.49425	-59.130.277	-0.0650386	296080694	GPI	glucose-6-phosphate isomerase
ILMN_1743303	0.769	0.62576613	0.493809	-59.132.395	0.0622746	543173162	TTC1	tetratricopeptide repeat domain 1
ILMN_1718044	0.769	0.62577215	-0.4938	-59.132.436	-0.0738197	260166617	ELAC2	elaC ribonuclease Z 2
ILMN_1683959	0.769	0.62584475	-0.493696	-59.132.936	-0.085266	300360584	MED13L	mediator complex subunit 13 like
ILMN_1772627	0.7691	0.62602216	-0.493441	-59.134.158	-0.1135353	567757497	NSG1	neuron specific gene family member 1
ILMN_1763467	0.7693	0.62625821	0.493102	-59.135.782	0.0889148	262118211	LY6G5C	lymphocyte antigen 6 complex, locus G5C
ILMN_2155480	0.7694	0.6263499	-0.492971	-59.136.412	-0.0735389	325910889	RAB43	RAB43, member RAS oncogene family
ILMN_1651628	0.7697	0.62669135	0.492481	-59.138.758	0.0695151	984290534	EXOC6	exocyst complex component 6
ILMN_1692272	0.7703	0.62723043	0.491707	-59.142.456	0.0917632	42518075	TEX261	testis expressed 261
ILMN_1783598	0.7703	0.62729949	-0.491608	-5.914.293	-0.1059255	565324216	CAB39L	calcium binding protein 39 like
ILMN_1778333	0.7705	0.62754715	0.491253	-59.144.626	0.2225491	73620939	MMP24	matrix metallopeptidase 24
ILMN_1696512	0.7706	0.62769442	-0.491041	-59.145.634	-0.1219496	970841890	AHSP	alpha hemoglobin stabilizing protein
ILMN_1784871	0.7712	0.62823241	-0.49027	-59.149.311	-0.0771775	41872630	FASN	fatty acid synthase
ILMN_1809566	0.7714	0.6284582	0.489946	-59.150.852	0.0515957	1001624476	ZSCAN16	zinc finger and SCAN domain containing 16
ILMN_2224486	0.7715	0.62865389	0.489666	-59.152.187	0.1339855	633257758	C3orf14	chromosome 3 open reading frame 14
ILMN_1662932	0.7716	0.62889522	0.48932	-59.153.831	0.0694034	195546923	LCP1	lymphocyte cytosolic protein 1
ILMN_1714393	0.7716	0.62890858	-0.489301	-59.153.922	-0.0625207	565324199	RAB24	RAB24, member RAS oncogene family
ILMN_1727692	0.7717	0.62898316	0.489194	-5.915.443	0.0815454	918410292	TRIT1	tRNA isopentenyltransferase 1
ILMN_2361570	0.7717	0.62913438	-0.488977	-5.915.546	-0.0609603	751247046	SNX14	sorting nexin 14
ILMN_1671404	0.7717	0.62927892	0.48877	-59.156.443	0.0857879	150417970	SVIL	supervillin
ILMN_1673917	0.7717	0.62928117	-0.488767	-59.156.459	-0.1313681	526253071	GTF2I	general transcription factor IIi
ILMN_1794707	0.7717	0.6293975	-0.4886	-5.915.725	-0.17482	187829417	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase
ILMN_1729294	0.7717	0.62940556	-0.488589	-59.157.305	-0.0718797	526253080	RNF130	ring finger protein 130
ILMN_1719695	0.7717	0.62946391	-0.488505	-59.157.701	-0.0769659	299890852	NFKBIZ	NFKB inhibitor zeta
ILMN_1693830	0.7719	0.6297113	-0.488151	-59.159.383	-0.1872873	568384809	LACTB	lactamase beta
ILMN_1752967	0.772	0.62985015	-0.487952	-59.160.325	-0.0553649	333033795	DHPS	deoxyhypusine synthase
ILMN_1809285	0.7725	0.6303211	0.487278	-5.916.352	0.0563289	589269215	DCP1A	decapping mRNA 1A
ILMN_1680831	0.7733	0.63107421	0.4862	-59.168.617	0.0702849	NA		
ILMN_1711823	0.7733	0.63116058	0.486076	-59.169.201	0.0771835	289547535	FAAP100	Fanconi anemia core complex associated protein 100
ILMN_2059173	0.7733	0.63118974	0.486035	-59.169.398	0.1132496	164607127	SLC35E1	solute carrier family 35 member E1
ILMN_1723480	0.7733	0.6312413	0.485961	-59.169.746	0.0958307	542133069	BST2	bone marrow stromal cell antigen 2
ILMN_1768640	0.7733	0.63128694	-0.485896	-59.170.055	-0.1228722	520975420	CRNKL1	crooked neck pre-mRNA splicing factor 1
ILMN_1672120	0.7735	0.63155993	0.485505	-59.171.897	0.1986238	31341282	KRT73	keratin 73
ILMN_1802252	0.7735	0.63161521	0.485426	-5.917.227	0.0696582	576583510	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
ILMN_1739847	0.7735	0.63168112	0.485332	-59.172.715	0.0725383	83367070	EIF3D	eukaryotic translation initiation factor 3 subunit D
ILMN_1731043	0.7735	0.63178418	-0.485184	-5.917.341	-0.0601045	544346323	TRA2A	transformer 2 alpha homolog
ILMN_2353633	0.7735	0.63184858	-0.485092	-59.173.844	-0.0740744	NA		
ILMN_2415439	0.7735	0.63187084	-0.485061	-59.173.994	-0.1103987	66363687	NAE1	NEDD8 activating enzyme E1 subunit 1
ILMN_1661622	0.7736	0.63202979	0.484833	-59.175.065	0.0830114	564730681	TBC1D7	TBC1 domain family member 7
ILMN_1755281	0.7737	0.63228543	-0.484468	-59.176.786	-0.2332169	219281826	FBXO15	F-box protein 15
ILMN_1770388	0.7737	0.63233926	-0.484391	-59.177.148	-0.084772	667478019	VPS39	VPS39, HOPS complex subunit
ILMN_2109156	0.7737	0.63235184	-0.484373	-59.177.233	-0.0604408	520975480	RANBP1	RAN binding protein 1
ILMN_1702526	0.7737	0.63243951	-0.484248	-59.177.823	-0.0974874	94158593	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
ILMN_2294762	0.7737	0.6324603	0.484218	-59.177.963	0.1177406	57014084	AMY1A	amylase, alpha 1A (salivary)
ILMN_2060413	0.7739	0.63272002	-0.483847	-59.179.709	-0.1554776	619329004	CD24	CD24 molecule
ILMN_1738027	0.774	0.63284812	0.483664	-59.180.569	0.2089562	NA		
ILMN_1801866	0.7741	0.6330753	0.483339	-59.182.094	0.2441694	335057561	BRWD1	bromodomain and WD repeat domain containing 1
ILMN_1674385	0.7741	0.63313506	-0.483254	-59.182.495	-0.0583919	514052668	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
ILMN_1728168	0.7741	0.63315173	-0.48323	-59.182.607	-0.0787084	117553614	PRELID3B	PRELI domain containing 3B
ILMN_1731568	0.7744	0.63342955	0.482833	-5.918.447	0.0778577	296317240	RAB3D	RAB3D, member RAS oncogene family
ILMN_1765082	0.7745	0.63361407	-0.482569	-59.185.706	-0.0934934	325120979	RBM10	RNA binding motif protein 10
ILMN_1652722	0.7752	0.6342703	0.481632	-59.190.096	0.0664667	188528898	C14orf2	chromosome 14 open reading frame 2
ILMN_1660749	0.7754	0.63447555	0.481339	-59.191.467	0.056941	353677959	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4
ILMN_2388363	0.7755	0.63461921	0.481134	-59.192.426	0.2014294	156616277	IMPDH1	inosine monophosphate dehydrogenase 1
ILMN_2266595	0.7757	0.63483927	0.48082	-59.193.894	0.0776829	542133072	LILRA5	leukocyte immunoglobulin like receptor A5
ILMN_1806804	0.7758	0.6350077	-0.48058	-59.195.016	-0.1387131	82880646	USP14	ubiquitin specific peptidase 14
ILMN_1690170	0.7758	0.63509117	-0.480461	-59.195.573	-0.2080615	315013540	CRABP2	cellular retinoic acid binding protein 2
ILMN_2072296	0.776	0.63529256	-0.480174	-59.196.914	-0.0940683	756761811	CKS2	CDC28 protein kinase regulatory subunit 2
ILMN_1734205	0.7769	0.63614554	-0.478957	-59.202.583	-0.1060121	25777678	RASSF1	Ras association domain family member 1
ILMN_1744795	0.7771	0.63637875	-0.478625	-5.920.413	-0.0672449	213021184	TBL1X	transducin (beta)-like 1X-linked
ILMN_2393169	0.7773	0.63662464	0.478274	-5.920.576	0.0706181	50959109	THOC5	THO complex 5
ILMN_1686553	0.7776	0.63692728	0.477843	-59.207.764	0.0970489	221218982	INTS2	integrator complex subunit 2
ILMN_1703565	0.7779	0.63728145	0.477339	-59.210.106	0.0570931	239787828	GLTSCR2	glioma tumor suppressor candidate region gene 2
ILMN_1730329	0.7779	0.63731238	0.477295	-59.210.311	0.1149926	154813207	MED17	mediator complex subunit 17
ILMN_2086064	0.7779	0.6373505	0.47724	-59.210.563	0.067732	262263430	SNRPC	small nuclear ribonucleoprotein polypeptide C
ILMN_2081645	0.7779	0.63744827	0.477101	-59.211.208	0.1010238	222446610	RSPO2	R-spondin 2
ILMN_1772218	0.7784	0.63802166	-0.476285	-59.214.992	-0.1091027	335883183	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
ILMN_1712975	0.7784	0.63820019	0.47603	-59.216.168	0.066898	170932463	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
ILMN_1738093	0.7784	0.63824641	0.475965	-59.216.473	0.1010308	158186611	RNFT2	ring finger protein, transmembrane 2
ILMN_1678962	0.7784	0.63826306	-0.475941	-59.216.582	-0.0806134	NA		
ILMN_1698330	0.7784	0.63826809	0.475934	-59.216.615	0.0888474	297632344	NIT1	nitrilase 1
ILMN_1767651	0.7784	0.63827857	0.475919	-59.216.684	0.0756644	410812200	TECPR1	tectonin beta-propeller repeat containing 1
ILMN_1706521	0.7784	0.63833625	0.475837	-59.217.064	0.312563	153791732	CSNK1G2	casein kinase 1 gamma 2
ILMN_1787548	0.7784	0.63843456	0.475697	-59.217.711	0.2162857	629266063	HSPG2	heparan sulfate proteoglycan 2
ILMN_1683824	0.7788	0.6388461	-0.475111	-59.220.418	-0.390348	145207957	ANO7	anoctamin 7
ILMN_2317730	0.7788	0.63891308	0.475016	-59.220.858	0.0482042	970949428	ELMO2	engulfment and cell motility 2
ILMN_1801608	0.7788	0.63901252	0.474874	-59.221.511	0.2010223	323276680	KCNN3	potassium calcium-activated channel subfamily N member 3
ILMN_1791329	0.7788	0.63910535	0.474742	-59.222.121	0.1113472	NA		
ILMN_1812559	0.7788	0.6391109	0.474734	-59.222.157	0.0876984	342672034	SLC7A6	solute carrier family 7 member 6
ILMN_2228710	0.7789	0.63922664	0.47457	-59.222.917	0.0684883	313851091	PDCD5	programmed cell death 5
ILMN_1772302	0.7789	0.63932055	-0.474436	-59.223.533	-0.1048675	315113866	MTHFS	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
ILMN_1780368	0.7792	0.63961177	-0.474022	-59.225.443	-0.0944677	148227403	GPR18	G protein-coupled receptor 18
ILMN_1652333	0.7794	0.63991712	-0.473588	-59.227.443	-0.074287	222136645	FN3KRP	fructosamine 3 kinase related protein
ILMN_1757262	0.7794	0.64001375	0.47345	-59.228.075	0.0816091	209413745	ZBTB5	zinc finger and BTB domain containing 5
ILMN_1791211	0.7794	0.64006746	0.473374	-59.228.427	0.0699318	961441507	DOK2	docking protein 2
ILMN_1691506	0.7794	0.64009928	-0.473329	-59.228.635	-0.0499969	NA		
ILMN_2390299	0.7797	0.64039954	-0.472902	-59.230.598	-0.1270592	73747873	PSMB8	proteasome subunit beta 8
ILMN_1763901	0.7797	0.64047116	-0.4728	-59.231.066	-0.1761906	NA		
ILMN_2338921	0.7797	0.64062339	-0.472584	-5.923.206	-0.0801087	359718968	TRAPPC11	trafficking protein particle complex 11
ILMN_2105308	0.7797	0.64072597	-0.472438	-5.923.273	-0.0582075	950426343	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
ILMN_1773395	0.7797	0.64075249	0.4724	-59.232.903	0.090604	197927093	RDH5	retinol dehydrogenase 5
ILMN_1801040	0.7797	0.64078475	-0.472355	-59.233.113	-0.1020063	387849240	SPN	sialophorin
ILMN_1719190	0.7797	0.64087267	-0.47223	-59.233.687	-0.174196	209969821	CCDC9	coiled-coil domain containing 9
ILMN_2367186	0.7797	0.64109572	-0.471913	-59.235.141	-0.1153761	299782545	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
ILMN_1752953	0.7797	0.64110372	0.471901	-59.235.194	0.0682444	542133187	BCL2L12	BCL2 like 12
ILMN_2292723	0.7797	0.64110841	-0.471895	-59.235.224	-0.2082957	522838260	SSX2	SSX family member 2
ILMN_1706967	0.7797	0.64113522	0.471857	-59.235.399	0.1381431	194239641	ATF7	activating transcription factor 7
ILMN_2403965	0.7797	0.6411583	-0.471824	-59.235.549	-0.2723996	NA		
ILMN_1674706	0.7797	0.64125783	0.471682	-59.236.198	0.0830471	94721353	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
ILMN_1784292	0.7797	0.64135969	0.471538	-59.236.861	0.0782614	296434288	ANKMY2	ankyrin repeat and MYND domain containing 2
ILMN_2131523	0.7797	0.64137578	0.471515	-59.236.966	0.1964504	491227875	SACS	sacsin molecular chaperone
ILMN_2073732	0.7797	0.64143632	0.471429	-5.923.736	0.0569438	546231485	CBLL1	Cbl proto-oncogene like 1
ILMN_2353129	0.7797	0.64157084	-0.471238	-59.238.236	-0.2030005	227496210	EYA2	EYA transcriptional coactivator and phosphatase 2
ILMN_1713807	0.7799	0.64178545	0.470933	-59.239.632	0.2286354	573014776	MAN1C1	mannosidase alpha class 1C member 1
ILMN_1745049	0.78	0.64191221	-0.470753	-59.240.456	-0.0791939	261490723	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI
ILMN_2151579	0.7804	0.64229974	-0.470203	-59.242.972	-0.0743198	48255932	HMGN1	high mobility group nucleosome binding domain 1
ILMN_1792075	0.7807	0.64264269	0.469716	-59.245.196	0.1674062	297374826	CD22	CD22 molecule
ILMN_1787541	0.7809	0.64287986	-0.46938	-59.246.733	-0.1993034	259089434	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2
ILMN_1735093	0.7809	0.64297217	0.469249	-59.247.331	0.0767512	222136584	TIMELESS	timeless circadian clock
ILMN_1784178	0.7816	0.6435544	-0.468423	-59.251.096	-0.0975786	594140710	IFT172	intraflagellar transport 172
ILMN_1655844	0.7819	0.64392951	-0.467891	-59.253.517	-0.1204623	319996596	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A
ILMN_1806473	0.782	0.64408559	0.467669	-59.254.524	0.1793104	228008284	BEX5	brain expressed X-linked 5
ILMN_2320336	0.7822	0.64427854	-0.467396	-59.255.767	-0.0641286	194097434	CLK3	CDC like kinase 3
ILMN_1805192	0.7824	0.64450874	0.46707	-5.925.725	0.0581689	436408727	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein
ILMN_2381753	0.7824	0.64459429	0.466948	-59.257.801	0.0591187	194733761	G3BP2	G3BP stress granule assembly factor 2
ILMN_2082244	0.7825	0.64481092	-0.466641	-59.259.194	-0.0702999	82546823	FOXK1	forkhead box K1
ILMN_1662334	0.7825	0.64482824	0.466617	-59.259.306	0.0510136	345110647	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3
ILMN_2380494	0.7825	0.64488961	-0.46653	-592.597	-0.0709505	22165429	ANXA11	annexin A11
ILMN_1685088	0.7825	0.64496902	0.466417	-5.926.021	0.1309294	78190468	RPL36	ribosomal protein L36
ILMN_2411963	0.7825	0.6450051	0.466366	-59.260.442	0.0984488	336176061	RBM39	RNA binding motif protein 39
ILMN_1737935	0.7826	0.64530294	-0.465944	-59.262.355	-0.131274	499591025	MACF1	microtubule-actin crosslinking factor 1
ILMN_1806293	0.7826	0.64538897	-0.465822	-59.262.907	-0.117173	1025608573	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
ILMN_1725791	0.7826	0.64541476	-0.465786	-59.263.073	-0.1129385	82659104	HACD1	3-hydroxyacyl-CoA dehydratase 1
ILMN_1744517	0.7826	0.64545476	0.465729	-59.263.329	0.0706829	189163509	GNS	glucosamine (N-acetyl)-6-sulfatase
ILMN_1782621	0.7826	0.64546749	0.465711	-59.263.411	0.0444696	71164877	RPS12	ribosomal protein S12
ILMN_2329773	0.7826	0.64556453	0.465574	-59.264.033	0.0994318	332078501	RAB27A	RAB27A, member RAS oncogene family
ILMN_1667239	0.7826	0.64568627	0.465401	-59.264.814	0.050938	193083152	INPP1	inositol polyphosphate-1-phosphatase
ILMN_2330371	0.7826	0.64582834	-0.4652	-59.265.724	-0.0653933	226061590	TATDN3	TatD DNase domain containing 3
ILMN_1754660	0.7826	0.64584581	-0.465175	-59.265.836	-0.0783596	223633946	ZCCHC24	zinc finger CCHC-type containing 24
ILMN_1740633	0.7826	0.64584878	-0.465171	-59.265.855	-0.2260506	133908619	PRF1	perforin 1
ILMN_1809384	0.7828	0.64608664	0.464834	-59.267.378	0.1526535	333033781	CYP4F12	cytochrome P450 family 4 subfamily F member 12
ILMN_1760180	0.7828	0.64617159	-0.464714	-59.267.922	-0.1157306	223890258	MID2	midline 2
ILMN_2368292	0.783	0.64638803	0.464408	-59.269.306	0.0637476	537361046	TSEN34	tRNA splicing endonuclease subunit 34
ILMN_1814856	0.7843	0.64752185	0.462803	-5.927.654	0.0837795	334688824	CACFD1	calcium channel flower domain containing 1
ILMN_1664063	0.7843	0.64760801	-0.462682	-59.277.088	-0.1139336	148664195	FAM129C	family with sequence similarity 129 member C
ILMN_2108366	0.7844	0.64773211	-0.462506	-59.277.878	-0.176547	1023300878	RBM41	RNA binding motif protein 41
ILMN_1715583	0.7844	0.64784455	-0.462347	-59.278.593	-0.0669766	733606096	BOP1	block of proliferation 1
ILMN_1799604	0.7847	0.64808937	-0.462001	-59.280.149	-0.0523546	269914123	OCIAD1	OCIA domain containing 1
ILMN_1671028	0.785	0.64846112	0.461475	-59.282.509	0.103623	167234418	THRAP3	thyroid hormone receptor associated protein 3
ILMN_2367275	0.7855	0.64889307	-0.460865	-59.285.248	-0.0604952	NA		
ILMN_1759008	0.7855	0.64897265	-0.460752	-59.285.752	-0.0789994	427197596	ZNF689	zinc finger protein 689
ILMN_1797925	0.7857	0.64926568	0.460338	-59.287.606	0.1175841	519666770	MOCS2	molybdenum cofactor synthesis 2
ILMN_2306565	0.7859	0.64948249	0.460032	-59.288.977	0.0684405	240848542	MTX2	metaxin 2
ILMN_2263054	0.786	0.6496395	-0.45981	-5.928.997	-0.0891254	306035206	FEZ1	fasciculation and elongation protein zeta 1
ILMN_1792568	0.7864	0.65010171	-0.459157	-59.292.887	-0.0976958	189409118	KRT9	keratin 9
ILMN_2249473	0.7864	0.65017257	0.459057	-59.293.334	0.1026283	526252796	SPTLC1	serine palmitoyltransferase long chain base subunit 1
ILMN_1765880	0.7864	0.65019046	-0.459032	-59.293.446	-0.0663056	305855061	USB1	U6 snRNA biogenesis phosphodiesterase 1
ILMN_1657446	0.7864	0.65023048	0.458976	-59.293.699	0.0674216	1043392487	NTPCR	nucleoside-triphosphatase, cancer-related
ILMN_1684045	0.7865	0.6504038	0.458731	-59.294.791	0.0647707	198278565	CDCA4	cell division cycle associated 4
ILMN_1762712	0.7865	0.65049154	-0.458607	-59.295.344	-0.0845458	126131100	HHEX	hematopoietically expressed homeobox
ILMN_1690546	0.7867	0.65069805	0.458316	-59.296.643	0.0595055	345842410	PPP3CC	protein phosphatase 3 catalytic subunit gamma
ILMN_1720059	0.7867	0.65083261	-0.458126	-5.929.749	-0.0622054	1024389567	HMBOX1	homeobox containing 1
ILMN_1656934	0.7867	0.65085144	-0.458099	-59.297.608	-0.0878307	125625325	REPS2	RALBP1 associated Eps domain containing 2
ILMN_1776181	0.7868	0.65101966	-0.457862	-59.298.666	-0.0678509	342307084	BIRC3	baculoviral IAP repeat containing 3
ILMN_1791093	0.7871	0.65129022	-0.45748	-59.300.366	-0.0450189	41872348	PPHLN1	periphilin 1
ILMN_1663754	0.7872	0.65144113	0.457267	-59.301.313	0.1293649	112807213	ZNF442	zinc finger protein 442
ILMN_1669015	0.7878	0.6520205	0.45645	-59.304.945	0.0501503	264681562	XPNPEP1	X-prolyl aminopeptidase 1
ILMN_1664698	0.788	0.65233382	0.456008	-59.306.906	0.0653109	224809226	UNC119	unc-119 lipid binding chaperone
ILMN_2154053	0.788	0.6524033	0.45591	-5.930.734	0.063771	148728189	KDSR	3-ketodihydrosphingosine reductase
ILMN_1791302	0.788	0.65246111	0.455829	-59.307.701	0.0831899	148746212	EFHC2	EF-hand domain containing 2
ILMN_1761131	0.788	0.65247365	-0.455811	-5.930.778	-0.0692618	45643118	ECI2	enoyl-CoA delta isomerase 2
ILMN_1809433	0.7883	0.65283388	-0.455303	-5.931.003	-0.1057238	172072591	XBP1	X-box binding protein 1
ILMN_1703153	0.7885	0.65312513	-0.454893	-59.311.848	-0.1139763	190358483	GLYR1	glyoxylate reductase 1 homolog
ILMN_1771620	0.7885	0.65327956	0.454675	-5.931.281	0.0830991	300795278	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
ILMN_2069446	0.7885	0.65328718	0.454664	-59.312.858	0.0493611	116014330	SAFB2	scaffold attachment factor B2
ILMN_1757467	0.7885	0.65332985	0.454604	-59.313.124	0.0921003	85838503	H1F0	H1 histone family member 0
ILMN_1706571	0.7885	0.65341117	0.45449	-5.931.363	0.0690422	223029425	SLC35D2	solute carrier family 35 member D2
ILMN_1779376	0.7885	0.65343492	-0.454456	-59.313.778	-0.0653083	225903415	GSK3B	glycogen synthase kinase 3 beta
ILMN_1731113	0.7889	0.65380021	0.453942	-59.316.052	0.0522604	209413764	ZBTB43	zinc finger and BTB domain containing 43
ILMN_1671142	0.789	0.65392149	0.453771	-59.316.807	0.1351669	74316010	GPR68	G protein-coupled receptor 68
ILMN_1716728	0.7891	0.65415392	0.453443	-59.318.251	0.1040753	755571529	SAYSD1	SAYSVFN motif domain containing 1
ILMN_2264625	0.7893	0.65434495	0.453174	-59.319.438	0.0405726	189163519	NIPBL	NIPBL, cohesin loading factor
ILMN_1668586	0.7899	0.65494391	0.452331	-59.323.152	0.2154796	531990807	KCND1	potassium voltage-gated channel subfamily D member 1
ILMN_1726460	0.7899	0.65504747	0.452186	-59.323.793	0.1108804	386869335	RPL14	ribosomal protein L14
ILMN_2385239	0.7899	0.65504859	-0.452184	-593.238	-0.0630411	NA		
ILMN_1722502	0.7899	0.65516989	0.452013	-59.324.551	0.0557753	58331170	CCT6A	chaperonin containing TCP1 subunit 6A
ILMN_1731745	0.7899	0.65523893	0.451916	-59.324.978	0.1012016	661567382	NINJ2	ninjurin 2
ILMN_1708249	0.79	0.65536389	0.45174	-59.325.751	0.1531627	439253842	NR1D1	nuclear receptor subfamily 1 group D member 1
ILMN_2371079	0.7903	0.65566459	-0.451317	-5.932.761	-0.1849904	258645161	HTR3A	5-hydroxytryptamine receptor 3A
ILMN_1672503	0.7903	0.65574477	0.451204	-59.328.105	0.0638964	347543827	DPYSL2	dihydropyrimidinase like 2
ILMN_1753164	0.791	0.65641876	0.450257	-59.332.263	0.064471	300360503	IPO8	importin 8
ILMN_1744147	0.791	0.65643278	0.450237	-59.332.349	0.0541735	42542391	CEBPZ	CCAAT/enhancer binding protein zeta
ILMN_1666471	0.791	0.65662852	0.449962	-59.333.554	0.0753204	98986462	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
ILMN_2066348	0.791	0.65665134	-0.449929	-59.333.695	-0.1687668	188497631	HERPUD2	HERPUD family member 2
ILMN_2334242	0.791	0.6567036	0.449856	-59.334.016	0.1035165	1003088834	CREB1	cAMP responsive element binding protein 1
ILMN_1681679	0.7913	0.6569821	-0.449465	-59.335.729	-0.05423	375065823	TSPO	translocator protein
ILMN_2352159	0.7913	0.65709292	-0.449309	-59.336.411	-0.1657351	75905799	BBS9	Bardet-Biedl syndrome 9
ILMN_2181432	0.7914	0.65726504	0.449067	-59.337.468	0.0962619	949474700	SPC24	SPC24, NDC80 kinetochore complex component
ILMN_1655894	0.7916	0.65746818	-0.448781	-59.338.715	-0.1353865	115527084	MYL1	myosin light chain 1
ILMN_1751168	0.7917	0.65772499	0.448421	-5.934.029	0.2345596	537544565	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10
ILMN_1759117	0.7917	0.6577308	-0.448412	-59.340.326	-0.1568743	1044635692	XK	X-linked Kx blood group
ILMN_1714252	0.7917	0.65781859	-0.448289	-59.340.864	-0.1275324	222537717	SLC16A13	solute carrier family 16 member 13
ILMN_1706677	0.7917	0.65782577	-0.448279	-59.340.908	-0.1010281	75709178	MAPK1	mitogen-activated protein kinase 1
ILMN_1785528	0.7918	0.65796109	-0.448089	-59.341.737	-0.0860682	NA		
ILMN_2404665	0.7925	0.65866025	-0.447107	-59.346.014	-0.1067345	283046697	TRIM5	tripartite motif containing 5
ILMN_2373495	0.7925	0.65873927	0.446996	-59.346.496	0.0549888	20336744	H2AFY	H2A histone family member Y
ILMN_1663975	0.7926	0.65886739	0.446816	-59.347.279	0.3069585	363543332	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
ILMN_1767142	0.7927	0.65905719	0.44655	-59.348.437	0.0995395	568384747	ZNF280D	zinc finger protein 280D
ILMN_1724544	0.7931	0.65947667	0.445961	-59.350.994	0.0652694	391224433	PPP4R1	protein phosphatase 4 regulatory subunit 1
